country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_international,package_accomodation,package_food,package_transport_local,package_sightseeing,package_guided_tour,package_insurance,nights_stayed,payment_mode,first_trip,most_impressing,total_cost
NETHERLANDS,Jan-24,Alone,1,0,Volunteering,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,No,No,No,50,Cash,Yes,Friendly People,15147777.75
NETHERLANDS,45-64,Spouse and Children,4,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,10,Cash,Yes,Satisfies and Hope Come Back,36876612.5
UNITED KINGDOM,Jan-24,Friends/Relatives,2,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,No,Good service,3978000
NETHERLANDS,25-44,Alone,1,0,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,Cash,Yes,Excellent Experience,663000
UNITED STATES OF AMERICA,Jan-24,Alone,1,0,Volunteering,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,14,Cash,Yes,Friendly People,1657500
SWIZERLAND,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,11,Credit Card,Yes, Wildlife,33481500
NETHERLANDS,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,No,Yes,Yes,Yes,No,10,Cash,Yes, Wildlife,9282000
UNITED KINGDOM,Jan-24,Friends/Relatives,2,0,Scientific and Academic,Wildlife tourism,others,Package Tour,No,Yes,Yes,Yes,Yes,No,Yes,14,Cash,Yes,Friendly People,1132600
UNITED STATES OF AMERICA,45-64,Spouse and Children,2,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,Cash,Yes,Good service,8287500
NETHERLANDS,25-44,Friends/Relatives,2,0,Business,Wildlife tourism,others,Package Tour,No,Yes,Yes,Yes,No,No,No,5,Credit Card,Yes,Friendly People,2000000
BURGARIA,25-44,Alone,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,Cash,No,No comments,883447.5
UNITED KINGDOM,Jan-24,Alone,0,1,Leisure and Holidays,Cultural tourism,others,Independent,No,No,No,No,No,No,No,7,Cash,No,Friendly People,1160250
NETHERLANDS,65+,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,20,Cash,Yes, Wildlife,4538660
AUSTRALIA,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,Cash,Yes,No comments,2269330
JAPAN,45-64,Alone,0,1,Meetings and Conference,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,Yes,Excellent Experience,1160250
SOUTH AFRICA,25-44,Friends/Relatives,0,3,Scientific and Academic,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,Cash,Yes,Friendly People,3900000
PAKISTAN,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,Yes,Friendly People,165750
GREECE,25-44,Alone,0,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,17,Cash,Yes,Good service,3403995
NETHERLANDS,45-64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,10,Cash,No,Friendly People,26520000
INDIA,25-44,Friends/Relatives,0,2,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,Credit Card,Yes,Friendly People,2486250
UNITED STATES OF AMERICA,25-44,Spouse,0,0,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,No,Yes,No,5,Credit Card,No,Excellent Experience,1657500
SOUTH AFRICA,45-64,Alone,0,1,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,1,Cash,No,No comments,1740375
GERMANY,25-44,Friends/Relatives,2,0,Leisure and Holidays,Cultural tourism,Trade fair,Independent,No,No,No,No,No,No,No,13,Cash,Yes,Friendly People,9077320
UNITED KINGDOM,45-64,Alone,1,0,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,6,Cash,No,Friendly People,1906125
PAKISTAN,25-44,Alone,0,1,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,50,Cash,Yes,Friendly People,564250
UNITED KINGDOM,45-64,Friends/Relatives,1,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,Cash,Yes,Excellent Experience,34039950
FRANCE,45-64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,12,Cash,Yes,Excellent Experience,7942655
MAURITIUS,25-44,Alone,0,1,Meetings and Conference,Mountain climbing,inflight magazines,Independent,No,No,No,No,No,No,No,4,Cash,Yes,Good service,886762.5
SPAIN,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Yes,Yes,Yes,13,Cash,Yes, Wildlife,31770620
UNITED KINGDOM,25-44,Alone,1,0,Volunteering,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,36,Cash,Yes, Wildlife,2000000
RWANDA,45-64,Alone,0,1,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,Cash,No,Friendly People,1160250
UNITED KINGDOM,25-44,Friends/Relatives,2,4,Volunteering,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,43,Cash,No,Friendly People,8535150
UNITED KINGDOM,45-64,Alone,0,1,Leisure and Holidays,Wildlife tourism,others,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,4,Cash,No,Friendly People,1060800
UNITED STATES OF AMERICA,Jan-24,Alone,0,1,Volunteering,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,Yes,"Wonderful Country, Landscape, Nature",1110525
UNITED KINGDOM,45-64,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,5,Cash,No,No comments,828750
SOUTH AFRICA,25-44,Friends/Relatives,0,2,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,1,Cash,Yes,Friendly People,936912.8
SPAIN,25-44,Friends/Relatives,5,2,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,0,Credit Card,Yes,"Wonderful Country, Landscape, Nature",20884500
GERMANY,25-44,Alone,1,0,Leisure and Holidays,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,Cash,No,Friendly People,1134665
RWANDA,45-64,Alone,0,1,Other,Mountain climbing,others,Independent,No,No,No,No,No,No,No,5,Cash,No,Friendly People,400000
BELGIUM,Jan-24,Friends/Relatives,3,0,Volunteering,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,Yes,9,Cash,Yes,No comments,11119717
ITALY,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15,Cash,Yes,"Wonderful Country, Landscape, Nature",17019975
DRC,45-64,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,Cash,Yes,"Wonderful Country, Landscape, Nature",116025
SWIZERLAND,Jan-24,Friends/Relatives,2,0,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,11,Cash,Yes,No comments,2635425
AUSTRIA,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,Credit Card,No,No comments,7942655
SPAIN,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,6,Cash,Yes,Friendly People,3574194.75
ITALY,25-44,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,6,Credit Card,Yes,"Wonderful Country, Landscape, Nature",5801250
CHINA,25-44,Friends/Relatives,2,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,5,Cash,No,No comments,3315000
ITALY,25-44,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,7,Credit Card,Yes,Friendly People,22693300
SOUTH AFRICA,25-44,Alone,0,1,Business,Mountain climbing,others,Independent,No,No,No,No,No,No,No,12,Cash,No,Friendly People,1989000
FRANCE,Jan-24,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,No,7,Cash,Yes, Wildlife,15580500
ZAMBIA,25-44,Alone,1,0,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,6,Cash,Yes, Wildlife,4806750
UNITED STATES OF AMERICA,25-44,Friends/Relatives,2,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,Credit Card,No,Friendly People,5403450
UAE,25-44,Alone,0,1,Business,Mountain climbing,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,3,Credit Card,No,No comments,6630000
UNITED STATES OF AMERICA,45-64,Alone,1,0,Meetings and Conference,Cultural tourism,others,Independent,No,No,No,No,No,No,No,9,Cash,Yes,Good service,4143750
FRANCE,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,Cash,No,"Wonderful Country, Landscape, Nature",7034923
SOUTH AFRICA,45-64,Alone,0,1,Business,Bird watching,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,Credit Card,Yes,No comments,530400
FRANCE,45-64,Spouse and Children,3,2,Leisure and Holidays,Beach tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,Yes,Yes,No,7,Credit Card,Yes,Friendly People,24862500
SOUTH AFRICA,25-44,Friends/Relatives,1,1,Business,Hunting tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,5,Cash,No,Friendly People,3978000
GERMANY,45-64,Spouse and Children,1,3,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Package Tour,Yes,No,Yes,Yes,No,No,No,10,Cash,Yes,Excellent Experience,12254382
SOUTH AFRICA,65+,Alone,0,1,Business,Diving and Sport Fishing,"Friends, relatives",Independent,Yes,No,No,No,No,No,No,4,Credit Card,No,Friendly People,3149250
UNITED KINGDOM,45-64,Spouse and Children,2,2,Leisure and Holidays,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,1,Credit Card,No,Friendly People,20199855
SOUTH AFRICA,45-64,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,Credit Card,Yes,Friendly People,330000
CONGO,25-44,Alone,0,1,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,Cash,No,Good service,505000
UAE,25-44,Alone,0,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,4,Cash,Yes, Wildlife,828750
NEW ZEALAND,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,Package Tour,No,Yes,Yes,Yes,No,No,No,3,Cash,Yes, Wildlife,504000
UNITED KINGDOM,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,No,No,No,14,Cash,Yes, Wildlife,1823250
SOUTH AFRICA,25-44,Alone,0,1,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,10,Cash,Yes,"Wonderful Country, Landscape, Nature",4972500
SOUTH AFRICA,25-44,Alone,0,1,Meetings and Conference,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,3,Credit Card,No,Friendly People,1617720
SOUTH AFRICA,65+,Alone,0,1,Visiting Friends and Relatives,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,Cash,Yes,"Wonderful Country, Landscape, Nature",828750
INDIA,45-64,Friends/Relatives,2,6,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,3,Cash,No,"Wonderful Country, Landscape, Nature",2486250
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,Cash,Yes, Wildlife,7458750
ITALY,65+,Friends/Relatives,2,5,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,No,No,12,Cash,Yes,"Wonderful Country, Landscape, Nature",9304253
UNITED STATES OF AMERICA,45-64,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,Credit Card,Yes,Friendly People,2486250
MALAWI,25-44,Alone,0,1,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,No,No,No,No,2,Cash,No,Friendly People,2486250
UNITED KINGDOM,25-44,Spouse and Children,3,1,Visiting Friends and Relatives,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,16,Cash,No,Excellent Experience,8535150
INDIA,25-44,Alone,1,0,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,3,Cash,No,No comments,3315000
UNITED STATES OF AMERICA,45-64,Friends/Relatives,5,5,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,11,Cash,Yes,Friendly People,1160250
GERMANY,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,Credit Card,Yes,Friendly People,2269330
UNITED KINGDOM,25-44,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,11,Cash,Yes,No comments,331500
BRAZIL,45-64,Children,2,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,Credit Card,Yes,Excellent Experience,27231960
KENYA,25-44,Alone,0,1,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,No,No comments,497250
SOUTH AFRICA,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Credit Card,No,Friendly People,663000
SPAIN,45-64,Spouse and Children,4,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,Cash,Yes, Wildlife,12867101.1
UNITED KINGDOM,Jan-24,Alone,1,0,Volunteering,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,Cash,Yes,Friendly People,635162
FRANCE,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,Cash,Yes,No comments,15994875
SPAIN,25-44,Friends/Relatives,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,No,20,Cash,Yes, Wildlife,19890000
NETHERLANDS,45-64,Spouse and Children,3,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Cash,Yes,No comments,86190000
ITALY,45-64,Spouse,1,1,Leisure and Holidays,business,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,Cash,Yes,No comments,24862500
OMAN,25-44,Friends/Relatives,0,3,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,19,Cash,No,No comments,6630000
AUSTRALIA,Jan-24,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,Cash,Yes,Friendly People,994500
SWIZERLAND,25-44,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,Credit Card,No, Wildlife,11271000
GERMANY,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,1,Cash,Yes, Wildlife,215475
EGYPT,45-64,Alone,0,1,Leisure and Holidays,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,4,Cash,No,No comments,994500
GERMANY,25-44,Friends/Relatives,1,5,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,Cash,Yes, Wildlife,20718750
UNITED STATES OF AMERICA,45-64,Alone,0,1,Volunteering,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,Cash,No,Friendly People,460000
KENYA,25-44,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,Cash,No,Friendly People,580125
SWIZERLAND,Jan-24,Friends/Relatives,12,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,16,Cash,Yes,"Wonderful Country, Landscape, Nature",21961875
INDIA,45-64,Alone,0,1,Business,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,Cash,No,Friendly People,828750
SWEDEN,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,Cash,Yes, Wildlife,5690100
UNITED STATES OF AMERICA,65+,Spouse,1,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,66,Credit Card,Yes,Friendly People,6807990
PORTUGAL,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7,Credit Card,Yes,Excellent Experience,6630000
INDIA,25-44,Alone,0,1,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,31,Cash,No,Friendly People,2237625
KOREA,25-44,Alone,1,0,Business,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,2,Cash,No,No comments,5884125
GERMANY,25-44,Friends/Relatives,0,2,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,Cash,Yes, Wildlife,1657500
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,Cash,Yes,Friendly People,6630000
ITALY,25-44,Alone,0,1,Business,Mountain climbing,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,4,Cash,No,Friendly People,994500
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,12,Cash,No,Friendly People,8884200
UNITED KINGDOM,45-64,Spouse and Children,2,4,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,7,Cash,Yes,Friendly People,663000
UNITED KINGDOM,Jan-24,Friends/Relatives,1,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,Cash,No, Wildlife,7112625
FRANCE,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,13,Cash,Yes,"Wonderful Country, Landscape, Nature",1000000
KENYA,25-44,Alone,0,1,Meetings and Conference,Bird watching,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,Cash,No,Friendly People,600015
ITALY,45-64,Alone,0,1,Other,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,5,Credit Card,No,Friendly People,994500
FRANCE,25-44,Alone,1,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,Cash,Yes,"Wonderful Country, Landscape, Nature",3315000
SWEDEN,45-64,Alone,0,1,Meetings and Conference,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,11,Cash,Yes, Wildlife,2486250
FRANCE,45-64,Spouse and Children,1,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,Cash,Yes,Friendly People,52194590
UGANDA,25-44,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,Cash,Yes,Friendly People,828750
BELGIUM,Jan-24,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,Cash,No,Friendly People,226933
SPAIN,25-44,Friends/Relatives,2,1,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,10,Cash,Yes,Friendly People,3315000
SOUTH AFRICA,45-64,Alone,0,1,Business,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,10,Cash,No,Friendly People,1657500
UNITED STATES OF AMERICA,25-44,Spouse,1,1,Volunteering,Hunting tourism,others,Independent,No,No,No,No,No,No,No,19,Cash,No,Friendly People,4143750
KENYA,65+,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,1,Cash,No,Friendly People,82875
CANADA,45-64,Spouse and Children,2,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,Cash,No,"Wonderful Country, Landscape, Nature",497250
FRANCE,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,7,Cash,Yes,Friendly People,9945000
